Review_ID,Cus_ID,Pro_ID,Rating,Comment,Review_Date
REV0534,C0468,P0363,3.0,Sa3r akw men el market,2023-08-27
REV0535,C0579,P0222,3.0,El 7agat etewsalet kamla,2024-05-14
REV0536,C0096,P0307,,El montag 3amali,2023-03-22
REV0537,C0441,P0424,1.0,El 7agat etewsla 3ala 7alaha,2024-10-30
REV0538,C0643,P0390,5.0,,2024-07-06
REV0539,C0336,P0512,2.0,El khedma momtaza,2024-04-01
REV0540,C0439,P0296,2.0,El soora ghayr mowafqa lil montag,2024-05-02
REV0541,C0087,P0407,2.0,El khedma 3amali awy,2024-07-26
REV0542,C0571,P0534,1.0,El 7aga zabarta gedan,2023-11-28
REV0543,C0422,P0431,2.0,El tawseel kan bta2,2023-11-09
REV0544,C0449,P0149,2.0,El sa3r mo3taghal,2023-06-09
REV0545,C0055,P0248,2.0,El tawseel 3alat basha,2023-01-15
REV0546,C0479,P0023,5.0,El montag 3amali gedan,2024-06-19
REV0547,C0143,P0019,5.0,,2023-06-24
REV0548,C0204,P0277,1.0,El khedma ra2e3a awy,2024-11-09
REV0549,C0020,P0299,4.0,El montag 3amali,2024-06-04
REV0550,C0608,P0542,2.0,El montag mesh sha8al,2024-07-28
REV0551,C0540,P0312,4.0,El tawseel kan bta2,2023-12-22
REV0552,C0510,P0282,3.0,El tawseel kan bta2,2024-07-22
REV0553,C0401,P0140,4.0,El 7agat etewsla 3ala 7alaha,2024-03-03
REV0554,C0616,P0337,2.0,El 3ala 7abeby,2024-08-17
REV0555,C0318,P0534,4.0,La2 ma3qool,2024-11-02
REV0556,C0568,P0543,1.0,La2 ma3qool,2023-01-31
REV0557,C0420,P0310,3.0,3ajaba el khedma,2023-04-20
REV0558,C0628,P0273,5.0,El 7agat etewsla 3ala 7alaha,2023-08-25
REV0559,C0485,P0137,5.0,El sa3r mo3taghal,2023-07-08
REV0560,C0196,P0231,,Montag momtaz w sa3ro monaseb,2023-10-04
REV0561,C0206,P0209,4.0,El tawseel momtaz,2024-12-05
REV0562,C0413,P0042,4.0,El khedma momtaza,2024-09-18
REV0563,C0652,P0039,4.0,Mesh zay el wasf,2023-09-09
REV0564,C0569,P0395,1.0,3ajaba el 3ala,2024-02-12
REV0565,C0169,P0430,1.0,La2 ma3qool,2024-04-19
REV0566,C0114,P0184,5.0,El tawseel kan fe wa2t,2023-11-28
REV0567,C0724,P0206,1.0,Mumtaz 3ala kol 7aja,2023-05-07
REV0568,C0087,P0534,5.0,Mumtaz 3ala kol 7aja,2024-01-23
REV0569,C0345,P0575,2.0,La2 ma3qool,2023-07-03
REV0570,C0742,P0454,2.0,EL 3ALA 7ABEBY,2023-07-27
REV0571,C0013,P0467,4.0,Montag momtaz w sa3ro monaseb,2024-09-14
REV0572,C0484,P0462,1.0,Montag momtaz w sa3ro monaseb,2023-09-08
REV0573,C0211,P0050,1.0,Mesh zay el wasf,2023-05-29
REV0574,C0307,P0339,1.0,El 7agat etewsalet kamla,2023-06-15
REV0575,C0606,P0582,2.0,El sa3r mo3taghal,2023-02-06
REV0576,C0388,P0069,5.0,El khedma 3amali awy,2023-05-18
REV0577,C0422,P0535,2.0,Sa3r tamam,2024-08-08
REV0578,C0492,P0294,3.0,El 7aga etewslat wa2taha,2023-05-13
REV0579,C0506,P0502,5.0,EL TAWSEEL 3ALAT BASHA,2023-07-18
REV0580,C0637,P0121,2.0,El tawseel kan fe wa2t,2024-02-28
REV0581,C0216,P0013,3.0,Khedma tawil ya jama3a,2023-11-12
REV0582,C0115,P0341,5.0,El tawseel kan bta2,2023-06-29
REV0583,C0487,P0483,2.0,El montag mesh sha8al,2024-07-03
REV0584,C0755,P0057,3.0,3ajaba el khedma gedan,2024-07-22
REV0585,C0364,P0067,3.0,El soora mesh zay eny shofta,2024-01-20
REV0586,C0398,P0191,3.0,3ajaba el khedma gedan,2024-12-27
REV0587,C0243,P0379,3.0,El 7aga zabarta 3amali,2023-06-29
REV0588,C0093,P0452,4.0,La2 ma3qool,2023-07-14
REV0589,C0319,P0335,1.0,El sa3r mesh monaseb,2024-11-23
REV0590,C0396,P0532,3.0,El soora ghayr mowafqa lil montag,2023-12-08
REV0591,C0669,P0319,,Mesh ha2khudha tany,2023-11-25
REV0592,C0785,P0449,3.0,EL KHEDMA RA2E3A AWY,2023-04-28
REV0593,C0523,P0104,3.0,El khedma ra2e3a awy,2023-05-25
REV0594,C0174,P0072,3.0,JO3A AL3AB 3ANDHOM,2023-05-14
REV0595,C0051,P0109,1.0,El 7agat etewsalet kamla,2024-12-22
REV0596,C0711,P0454,3.0,3ajaba el khedma,2024-12-31
REV0597,C0768,P0474,1.0,El montag mesh sha8al,2023-04-10
REV0598,C0473,P0479,2.0,El montag mesh kwayes,2024-01-08
REV0599,C0334,P0462,1.0,El 7aga etewslat wa2taha,2024-05-05
REV0600,C0615,P0584,1.0,Sa3r tamam,2023-11-30
REV0601,C0469,P0409,2.0,El khedma momtaza gedan,2023-06-12
REV0602,C0705,P0439,4.0,El soora mesh zay eny shofta,2024-07-11
REV0603,C0752,P0583,1.0,El montag mesh sha8al,2023-11-30
REV0604,C0414,P0071,5.0,El montag 3amali,2023-12-02
REV0605,C0141,P0590,1.0,La2 ma3qool,2024-04-08
REV0606,C0199,P0210,3.0,El 7aga zabarta 3amali,2024-03-21
REV0607,C0593,P0009,5.0,El 3ala 7abeby,2023-10-29
REV0608,C0001,P0569,3.0,El tawseel 3alat basha,2023-02-01
REV0609,C0327,P0390,4.0,El 7agat etewsalet kamla,2024-05-01
REV0610,C0370,P0425,2.0,KHEDMA TAWIL YA JAMA3A,2024-10-25
REV0611,C0495,P0445,2.0,El tawseel kan fe wa2t,2024-04-11
REV0612,C0635,P0184,4.0,3ajaba el 3ala,2024-01-29
REV0613,C0588,P0508,2.0,El khedma ra2e3a awy,2024-02-25
REV0614,C0039,P0577,3.0,El khedma 3amali awy,2024-12-08
REV0615,C0763,P0286,1.0,El soora ghayr mowafqa lil montag,2023-09-09
REV0616,C0079,P0549,3.0,El soora mesh zay eny shofta,2024-07-01
REV0617,C0477,P0583,4.0,El tawseel 3alat basha,2023-10-24
REV0618,C0313,P0573,4.0,Jo3a al3ab 3andhom,2024-11-03
REV0619,C0295,P0494,5.0,El khedma ra2e3a awy,2023-09-16
REV0620,C0015,P0115,5.0,3ajaba el 3ala,2024-01-14
REV0621,C0493,P0185,1.0,El soora ghayr mowafqa lil montag,2023-05-29
REV0622,C0765,P0421,2.0,Mumtaz 3ala kol 7aja,2023-08-04
REV0623,C0271,P0119,4.0,El 7aga zabarta 3amali,2024-05-02
REV0624,C0388,P0398,2.0,El 7aga zabarta gedan,2023-01-13
REV0625,C0325,P0540,1.0,El montag 3amali gedan,2024-10-14
REV0626,C0662,P0279,3.0,El montag mesh kwayes,2024-11-01
REV0627,C0248,P0598,5.0,El 7agat etewsalet kamla,2023-11-17
REV0628,C0013,P0420,1.0,El 7aga etewslat wa2taha,2023-08-13
REV0629,C0631,P0094,5.0,Mesh ha2khudha tany,2024-09-05
REV0630,C0616,P0133,5.0,El 7agat etewsalet kamla,2023-04-24
REV0631,C0077,P0462,3.0,3ajaba el khedma gedan,2023-09-21
REV0632,C0391,P0396,1.0,El montag mesh kwayes,2023-07-02
REV0633,C0621,P0401,4.0,El montag 3amali gedan,2024-03-17
REV0634,C0727,P0265,1.0,EL MONTAG MESH KWAYES,2024-04-01
REV0635,C0663,P0001,4.0,El soora mesh zay eny shofta,2024-02-05
REV0636,C0499,P0487,1.0,Montag momtaz w sa3ro monaseb,2024-01-29
REV0637,C0577,P0545,3.0,El 7aga zabarta 3amali,2024-02-15
REV0638,C0375,P0544,3.0,El montag mesh sha8al,2023-10-24
REV0639,C0393,P0195,4.0,El 7aga etewslat wa2taha,2024-05-13
REV0640,C0142,P0036,5.0,El montag 3amali,2023-03-06
REV0641,C0457,P0018,,Mesh zay el wasf,2024-02-20
REV0642,C0466,P0546,5.0,Khedma tawil ya jama3a,2023-02-07
REV0642,C0466,P0546,5.0,Khedma tawil ya jama3a,2023-02-07
REV0643,C0630,P0046,2.0,,2024-10-09
REV0644,C0316,P0099,2.0,Khedma tawil ya jama3a,2023-04-19
REV0645,C0064,P0207,4.0,El montag 3amali gedan,2023-05-21
REV0646,C0046,P0176,1.0,El tawseel kan fe wa2t,2023-06-22
REV0647,C0592,P0041,5.0,Mumtaz 3ala kol 7aja,2023-01-17
REV0647,C0592,P0041,5.0,Mumtaz 3ala kol 7aja,2023-01-17
REV0648,C0090,P0290,4.0,Mesh ha2khudha tany,2023-05-27
REV0649,C0177,P0038,4.0,El soora ghayr mowafqa lil montag,2024-10-04
REV0650,C0569,P0241,5.0,El sa3r mo3taghal,2024-07-06
REV0651,C0212,P0283,1.0,El khedma 3amali awy,2024-05-24
REV0652,C0656,P0371,4.0,El montag mesh sha8al,2023-02-14
REV0653,C0160,P0029,1.0,Sa3r akw men el market,2024-03-31
REV0654,C0688,P0333,1.0,Sa3r tamam,2023-08-31
REV0655,C0224,P0075,4.0,El 7aga zabarta gedan,2023-05-29
REV0656,C0382,P0139,2.0,El khedma ra2e3a awy,2023-07-27
REV0657,C0288,P0139,4.0,Mumtaz 3ala kol 7aja,2023-12-18
REV0658,C0649,P0173,5.0,El soora ghayr mowafqa lil montag,2024-02-26
REV0659,C0602,P0482,3.0,,2024-03-14
REV0660,C0253,P0253,5.0,La2 ma3qool,2024-08-10
REV0661,C0478,P0514,,El khedma 3amali awy,2024-12-14
REV0662,C0569,P0014,4.0,El 3ala 7abeby,2024-01-03
REV0663,C0488,P0312,4.0,El tawseel kan bta2,2024-04-10
REV0664,C0188,P0378,1.0,Khedma tawil ya jama3a,2024-01-30
REV0665,C0434,P0276,5.0,Mesh ha2khudha tany,2024-12-02
REV0666,C0056,P0525,3.0,Tawseel sarie3 gedan,2024-01-28
REV0667,C0178,P0568,5.0,Mesh ha2khudha tany,2023-05-22
REV0668,C0486,P0590,2.0,El 7agat etewsla 3ala 7alaha,2023-11-25
REV0669,C0284,P0055,3.0,El 7aga etewslat bel seh,2024-06-23
REV0670,C0543,P0299,3.0,Khedma tawil ya jama3a,2023-07-12
REV0671,C0182,P0295,1.0,El khedma ra2e3a awy,2023-04-25
REV0672,C0530,P0023,5.0,El khedma 3amali awy,2023-12-22
REV0673,C0192,P0064,,El sa3r mesh monaseb,2024-10-22
REV0674,C0799,P0334,5.0,3ajaba el 3ala,2024-04-13
REV0675,C0174,P0266,3.0,Jo3a al3ab 3andhom,2023-06-01
REV0676,C0163,P0545,2.0,La2 ma3qool,2023-06-15
REV0677,C0128,P0449,2.0,Mesh zay el wasf,2024-11-12
REV0678,C0550,P0165,1.0,El khedma momtaza,2024-05-26
REV0679,C0158,P0005,5.0,El soora mesh zay eny shofta,2024-10-24
REV0680,C0767,P0583,5.0,3ajaba el 3ala,2023-12-13
REV0681,C0141,P0560,1.0,El 7agat etewsla 3ala 7alaha,2024-04-01
REV0682,C0198,P0593,3.0,El soora ghayr mowafqa lil montag,2024-07-05
REV0683,C0521,P0402,3.0,El 7aga etewslat bel seh,2023-02-27
REV0684,C0435,P0377,1.0,El 7aga etewslat wa2taha,2023-11-12
REV0685,C0740,P0452,4.0,El tawseel 3alat basha,2023-06-17
REV0686,C0423,P0142,5.0,Mesh ha2khudha tany,2023-11-07
REV0687,C0067,P0600,1.0,,2024-10-16
REV0688,C0423,P0178,5.0,El 3ala 7abeby,2023-07-24
REV0689,C0044,P0309,3.0,EL MONTAG MESH SHA8AL,2023-08-18
REV0689,C0044,P0309,3.0,EL MONTAG MESH SHA8AL,2023-08-18
INVALID,C0269,P0307,4.0,El tawseel 3alat basha,2024-03-03
REV0691,C0030,P0123,4.0,Khedma tawil ya jama3a,2024-09-05
REV0692,C0265,P0485,1.0,El tawseel kan bta2,2023-09-23
REV0693,C0704,P0138,1.0,El tawseel kan fe wa2t,2024-10-13
REV0694,C0540,P0078,2.0,Mumtaz 3ala kol 7aja,2024-07-10
REV0695,C0310,P0277,3.0,EL 7AGA ETEWSLAT WA2TAHA,2023-05-28
REV0696,C0381,P0494,2.0,La2 ma3qool,2024-05-30
REV0697,C0625,P0536,5.0,Tawseel sarie3 gedan,2024-03-03
REV0698,C0018,P0489,3.0,3ajaba el 3ala,2024-09-03
REV0699,C0313,P0029,1.0,La2 ma3qool,2024-12-05
REV0700,C0080,P0433,1.0,El khedma 3amali awy,2024-03-17
REV0701,C0522,P0060,3.0,,2023-11-05
REV0702,C0767,P0098,5.0,3ajaba el khedma,2023-07-09
REV0703,C0759,P0284,3.0,El 7aga etewslat bel seh,2024-09-19
REV0704,C0589,P0016,2.0,MUMTAZ 3ALA KOL 7AJA,2024-07-04
REV0705,C0218,P0514,4.0,El 7agat etewsalet kamla,2024-03-26
REV0706,C0388,P0432,2.0,3ajaba el khedma gedan,2023-05-07
REV0707,C0371,P0295,1.0,El tawseel momtaz,2023-04-29
REV0708,C0698,P0452,4.0,El 7aga zabarta gedan,2023-07-13
REV0709,C0690,P0375,4.0,El khedma momtaza,2024-03-24
REV0710,C0403,P0409,1.0,Mumtaz 3ala kol 7aja,2023-03-08
REV0711,C0412,P0126,4.0,El khedma ra2e3a awy,2024-12-31
REV0712,C0655,P0408,5.0,El tawseel momtaz,2024-06-07
REV0713,C0257,P0499,2.0,,2023-02-24
REV0714,C0507,P0027,4.0,3ajaba el khedma gedan,2023-06-06
REV0715,C0671,P0530,4.0,El tawseel momtaz,2024-05-17
REV0716,C0551,P0556,,El 7aga zabarta gedan,2023-05-02
REV0717,C0467,P0036,,El 7aga zabarta 3amali,2024-12-24
REV0718,C0398,P0497,5.0,El khedma momtaza gedan,2024-12-02
REV0719,C0159,P0516,3.0,El montag 3amali,2024-09-23
REV0720,C0062,P0028,2.0,EL 7AGA ETEWSLAT WA2TAHA,2024-08-20
REV0721,C0351,P0388,3.0,El tawseel kan fe wa2t,2023-12-26
REV0722,C0321,P0086,1.0,Tawseel sarie3 gedan,2023-12-12
REV0723,C0668,P0430,4.0,EL KHEDMA 3AMALI AWY,2024-08-25
REV0724,C0581,P0398,1.0,Sa3r tamam,2024-12-08
REV0725,C0778,P0347,3.0,El 7aga zabarta gedan,2023-07-26
REV0726,C0546,P0219,1.0,El khedma momtaza,2023-08-20
REV0727,C0589,P0097,3.0,El sa3r mesh monaseb,2024-05-01
REV0728,C0311,P0514,4.0,3ajaba el khedma gedan,2023-07-24
REV0729,C0682,P0557,1.0,El sa3r mesh monaseb,2023-07-11
REV0730,C0755,P0476,5.0,El 7aga zabarta gedan,2024-08-02
REV0731,C0470,P0150,3.0,El tawseel kan fe wa2t,2023-11-23
REV0732,C0421,P0273,2.0,Sa3r akw men el market,2024-02-20
REV0733,C0319,P0473,4.0,Mesh zay el wasf,2023-07-26
REV0734,C0285,P0560,1.0,El tawseel momtaz,2023-01-21
REV0735,C0307,P0065,4.0,El soora ghayr mowafqa lil montag,2024-02-11
REV0736,C0113,P0580,1.0,El sa3r mesh monaseb,2023-09-15
REV0737,C0785,P0320,5.0,Sa3r akw men el market,2024-03-09
REV0738,C0282,P0448,5.0,El montag 3amali gedan,2024-01-19
REV0739,C0483,P0252,2.0,EL SA3R MO3TAGHAL,2023-11-12
REV0740,C0617,P0035,1.0,Sa3r akw men el market,2023-09-17
REV0741,C0373,P0125,2.0,El montag 3amali,2023-01-09
REV0742,C0262,P0308,2.0,Mumtaz 3ala kol 7aja,2024-03-25
REV0743,C0415,P0034,1.0,El tawseel momtaz,2024-04-27
REV0744,C0431,P0102,3.0,El 7aga etewslat wa2taha,2024-03-06
REV0745,C0461,P0028,2.0,El 3ala 7abeby,2023-01-04
REV0746,C0084,P0114,5.0,El 3ala 7abeby,2024-08-31
REV0747,C0486,P0136,5.0,El tawseel 3alat basha,2023-07-23
REV0748,C0386,P0580,1.0,El 7agat etewsla 3ala 7alaha,2023-04-02
REV0749,C0171,P0050,4.0,La2 ma3qool,2023-04-02
REV0750,C0015,P0536,4.0,El tawseel momtaz,2023-05-02
REV0751,C0794,P0272,4.0,El 7aga zabarta gedan,2023-07-31
REV0752,C0688,P0193,4.0,El tawseel kan bta2,2023-10-25
REV0753,C0255,P0377,4.0,El khedma 3amali awy,2023-05-17
REV0754,C0216,P0391,5.0,Sa3r tamam,2024-07-24
REV0755,C0364,P0046,,El montag 3amali,2023-11-06
REV0756,C0570,P0042,3.0,El tawseel momtaz,2023-12-14
REV0757,C0541,P0441,1.0,El 3ala 7abeby,2024-05-26
REV0758,C0438,P0289,3.0,El montag mesh kwayes,2024-06-13
REV0759,C0500,P0153,4.0,La2 ma3qool,2023-02-25
REV0760,C0717,P0476,4.0,,2024-01-01
REV0761,C0571,P0494,1.0,La2 ma3qool,2023-05-07
REV0762,C0171,P0518,5.0,mesh ha2khudha tany,2024-08-20
REV0763,C0183,P0424,2.0,SA3R TAMAM,2023-12-03
REV0764,C0691,P0125,5.0,Sa3r tamam,2023-11-28
REV0765,C0670,P0489,3.0,Montag momtaz w sa3ro monaseb,2023-12-04
REV0766,C0334,P0578,1.0,El tawseel 3alat basha,2023-11-27
REV0767,C0613,P0389,3.0,EL KHEDMA MOMTAZA,2023-04-02
REV0768,C0397,P0411,2.0,El tawseel momtaz,2024-03-18
REV0769,C0614,P0134,1.0,El 7aga etewslat bel seh,2023-07-24
REV0770,C0573,P0431,4.0,El 7agat etewsalet kamla,2024-03-20
REV0771,C0471,P0229,2.0,El sa3r mesh monaseb,2024-10-06
REV0772,C0081,P0487,2.0,El 7aga zabarta 3amali,2023-09-12
REV0773,C0078,P0046,5.0,Sa3r tamam,2024-04-20
REV0774,C0261,P0595,5.0,,2024-11-08
REV0775,C0799,P0186,1.0,El 7aga zabarta 3amali,2023-11-18
REV0776,C0635,P0271,2.0,El soora ghayr mowafqa lil montag,2024-09-10
REV0777,C0019,P0006,1.0,El khedma 3amali awy,2024-04-16
REV0778,C0613,P0496,5.0,El khedma momtaza,2023-11-06
REV0779,C0017,P0192,2.0,La2 ma3qool,2024-10-27
REV0780,C0549,P0195,4.0,El 7aga zabarta gedan,2023-01-23
REV0781,C0452,P0494,4.0,3ajaba el khedma,2023-10-29
REV0782,C0009,P0105,4.0,El tawseel momtaz,2024-08-15
REV0783,C0496,P0408,5.0,El tawseel momtaz,2023-08-26
REV0784,C0325,P0562,4.0,Tawseel sarie3 gedan,2024-05-21
REV0785,C0443,P0022,2.0,3ajaba el 3ala,2023-08-26
REV0786,C0613,P0477,3.0,El montag 3amali,2024-03-02
REV0787,C0480,P0164,3.0,El soora ghayr mowafqa lil montag,2024-11-14
REV0788,C0500,P0103,4.0,mesh ha2khudha tany,2024-07-24
REV0789,C0367,P0161,5.0,,2023-03-07
REV0790,C0115,P0232,2.0,El soora mesh zay eny shofta,2023-12-30
REV0791,C0153,P0525,1.0,3ajaba el 3ala,2024-04-13
REV0792,C0794,P0104,1.0,Mumtaz 3ala kol 7aja,2024-10-07
REV0793,C0740,P0299,5.0,Sa3r tamam,2023-06-07
REV0794,C0205,P0447,1.0,El khedma 3amali awy,2023-12-16
REV0795,C0727,P0422,2.0,El sa3r mesh monaseb,2024-03-07
REV0796,C0418,P0467,5.0,El sa3r mo3taghal,2023-01-31
REV0797,C0526,P0071,3.0,Mumtaz 3ala kol 7aja,2024-03-20
REV0798,C0652,P0153,1.0,El sa3r mesh monaseb,2023-10-30
REV0799,C0313,P0321,1.0,El sa3r mesh monaseb,2024-09-17
REV0800,C0209,P0554,5.0,El 7aga etewslat wa2taha,2024-10-26
